ocid,initiationType,tag,id,date,tender/id,tender/externalReference,tender/title,tender/mainProcurementCategory,tender/procurementMethod,tender/contractType,tenderclassification/description,tender/submissionMethodDetails,tender/participationFee/0/multiCurrencyAllowed,tender/allowTwoStageTender,tender/value/amount,tender/datePublished,tender/tenderPeriod/durationInDays,tender/allowPreferentialBidder,Payment Mode,tender/status,tender/stage,tender/numberOfTenderers,tender/bidOpening/date,tender/milestones/type,tender/milestones/title,tender/milestones/dueDate,tender/awardedAmount,tender/documents/id,buyer/name,Fiscal Year
ocds-f5kvwu-2023_NHM_31823_11,tender,tender,1,2024-11-28,2023_NHM_31823_11,32034/17/2023-Const-NHM/371,Construction of Buildingless Sub-Health Centres at various places of Assam under PM-ABHIM for FY 2022-23 48 nos.of Buildingless Sub-health Centres under NHM on Turnkey Basis. At BOROLOBANG FW SC in Dima Hasao District,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",31-Jul-2023 12:00 PM,180,No,Online,,,1,22-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"5,202,900",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_31823_12,tender,tender,1,2024-11-28,2023_NHM_31823_12,32034/17/2023-Const-NHM/371,Construction of Buildingless Sub-Health Centres at various places of Assam under PM-ABHIM for FY 2022-23 48 nos.of Buildingless Sub-health Centres under NHM on Turnkey Basis. At HOJAI FW SC in Dima Hasao District,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",31-Jul-2023 12:00 PM,180,No,Online,,,1,22-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"5,203,000",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_31823_13,tender,tender,1,2024-11-28,2023_NHM_31823_13,32034/17/2023-Const-NHM/371,Construction of Buildingless Sub-Health Centres at various places of Assam under PM-ABHIM for FY 2022-23 48 nos.of Buildingless Sub-health Centres under NHM on Turnkey Basis. At HAJOWARI FW SC in Dima Hasao District,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",31-Jul-2023 12:00 PM,180,No,Online,,,1,22-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"5,203,000",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_31823_14,tender,tender,1,2024-11-28,2023_NHM_31823_14,32034/17/2023-Const-NHM/371,Construction of Buildingless Sub-Health Centres at various places of Assam under PM-ABHIM for FY 2022-23 48 nos.of Buildingless Sub-health Centres under NHM on Turnkey Basis. At DIYUNGMUKH FW SC in Dima Hasao District,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",31-Jul-2023 12:00 PM,180,No,Online,,,1,22-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"4,682,700",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_31823_15,tender,tender,1,2024-11-28,2023_NHM_31823_15,32034/17/2023-Const-NHM/371,Construction of Buildingless Sub-Health Centres at various places of Assam under PM-ABHIM for FY 2022-23 48 nos.of Buildingless Sub-health Centres under NHM on Turnkey Basis. At RIACHI BANGLOW FW SC in Dima Hasao District,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",31-Jul-2023 12:00 PM,180,No,Online,,,1,22-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"5,203,000",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_31823_16,tender,tender,1,2024-11-28,2023_NHM_31823_16,32034/17/2023-Const-NHM/371,Construction of Buildingless Sub-Health Centres at various places of Assam under PM-ABHIM for FY 2022-23 48 nos.of Buildingless Sub-health Centres under NHM on Turnkey Basis. At CHOWDANGPATHAR SC in Golaghat District,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",31-Jul-2023 12:00 PM,180,No,Online,,,1,22-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"5,192,594",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_31823_17,tender,tender,1,2024-11-28,2023_NHM_31823_17,32034/17/2023-Const-NHM/371,Construction of Buildingless Sub-Health Centres at various places of Assam under PM-ABHIM for FY 2022-23 48 nos.of Buildingless Sub-health Centres under NHM on Turnkey Basis. At CHOLONGPATHAR SC in Golaghat District,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",31-Jul-2023 12:00 PM,180,No,Online,,,1,22-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"5,192,594",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_31823_18,tender,tender,1,2024-11-28,2023_NHM_31823_18,32034/17/2023-Const-NHM/371,Construction of Buildingless Sub-Health Centres at various places of Assam under PM-ABHIM for FY 2022-23 48 nos.of Buildingless Sub-health Centres under NHM on Turnkey Basis. At GOMARIGURI SC in Golaghat District,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",31-Jul-2023 12:00 PM,180,No,Online,,,1,22-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"4,838,700",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_31823_19,tender,tender,1,2024-11-28,2023_NHM_31823_19,32034/17/2023-Const-NHM/371,Construction of Buildingless Sub-Health Centres at various places of Assam under PM-ABHIM for FY 2022-23 48 nos.of Buildingless Sub-health Centres under NHM on Turnkey Basis. At MOUKHUA SC in Golaghat District,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",31-Jul-2023 12:00 PM,180,No,Online,,,1,22-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"5,200,000",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_31823_20,tender,tender,1,2024-11-28,2023_NHM_31823_20,32034/17/2023-Const-NHM/371,Construction of Buildingless Sub-Health Centres at various places of Assam under PM-ABHIM for FY 2022-23 48 nos.of Buildingless Sub-health Centres under NHM on Turnkey Basis. At ADHARSATRA SC in Golaghat District,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",31-Jul-2023 12:00 PM,180,No,Online,,,1,22-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"4,552,625",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_31823_21,tender,tender,1,2024-11-28,2023_NHM_31823_21,32034/17/2023-Const-NHM/371,Construction of Buildingless Sub-Health Centres at various places of Assam under PM-ABHIM for FY 2022-23 48 nos.of Buildingless Sub-health Centres under NHM on Turnkey Basis. At DIFFOLUPATHAR SC in Golaghat District,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",31-Jul-2023 12:00 PM,180,No,Online,,,1,22-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"5,200,000",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_31823_22,tender,tender,1,2024-11-28,2023_NHM_31823_22,32034/17/2023-Const-NHM/371,Construction of Buildingless Sub-Health Centres at various places of Assam under PM-ABHIM for FY 2022-23 48 nos.of Buildingless Sub-health Centres under NHM on Turnkey Basis. At BHATIRKUPA SC in Hailakandi District,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",31-Jul-2023 12:00 PM,180,No,Online,,,1,22-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"4,552,625",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_31823_24,tender,tender,1,2024-11-28,2023_NHM_31823_24,32034/17/2023-Const-NHM/371,Construction of Buildingless Sub-Health Centres at various places of Assam under PM-ABHIM for FY 2022-23 48 nos.of Buildingless Sub-health Centres under NHM on Turnkey Basis. At LALCHERRA SC in Hailakandi District,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",31-Jul-2023 12:00 PM,180,No,Online,,,1,22-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"4,474,580",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_31823_25,tender,tender,1,2024-11-28,2023_NHM_31823_25,32034/17/2023-Const-NHM/371,Construction of Buildingless Sub-Health Centres at various places of Assam under PM-ABHIM for FY 2022-23 48 nos.of Buildingless Sub-health Centres under NHM on Turnkey Basis. At ISMAILTILLA SC in Hailakandi District,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",31-Jul-2023 12:00 PM,180,No,Online,,,1,22-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"4,422,550",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_31823_29,tender,tender,1,2024-11-28,2023_NHM_31823_29,32034/17/2023-Const-NHM/371,Construction of Buildingless Sub-Health Centres at various places of Assam under PM-ABHIM for FY 2022-23 48 nos.of Buildingless Sub-health Centres under NHM on Turnkey Basis. At GHILANI SC in Nagaon District.,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",31-Jul-2023 12:00 PM,180,No,Online,,,1,22-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"5,124,955",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_31823_31,tender,tender,1,2024-11-28,2023_NHM_31823_31,32034/17/2023-Const-NHM/371,Construction of Buildingless Sub-Health Centres at various places of Assam under PM-ABHIM for FY 2022-23 48 nos.of Buildingless Sub-health Centres under NHM on Turnkey Basis. At KALIADINGA SC in Nagaon District.,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",31-Jul-2023 12:00 PM,180,No,Online,,,1,22-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"4,682,700",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_31823_32,tender,tender,1,2024-11-28,2023_NHM_31823_32,32034/17/2023-Const-NHM/371,Construction of Buildingless Sub-Health Centres at various places of Assam under PM-ABHIM for FY 2022-23 48 nos.of Buildingless Sub-health Centres under NHM on Turnkey Basis. At GAYANGAON SC in Nagaon District.,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",31-Jul-2023 12:00 PM,180,No,Online,,,1,22-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"4,682,600",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_31823_35,tender,tender,1,2024-11-28,2023_NHM_31823_35,32034/17/2023-Const-NHM/371,Construction of Buildingless Sub-Health Centres at various places of Assam under PM-ABHIM for FY 2022-23 48 nos.of Buildingless Sub-health Centres under NHM on Turnkey Basis. At HATIMURA-2 SC in Nagaon District.,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",31-Jul-2023 12:00 PM,180,No,Online,,,1,22-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"5,124,955",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_31823_36,tender,tender,1,2024-11-28,2023_NHM_31823_36,32034/17/2023-Const-NHM/371,Construction of Buildingless Sub-Health Centres at various places of Assam under PM-ABHIM for FY 2022-23 48 nos.of Buildingless Sub-health Centres under NHM on Turnkey Basis. At DHUPOGRI SC in Nagaon District.,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",31-Jul-2023 12:00 PM,180,No,Online,,,1,22-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"4,734,700",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_31823_37,tender,tender,1,2024-11-28,2023_NHM_31823_37,32034/17/2023-Const-NHM/371,Construction of Buildingless Sub-Health Centres at various places of Assam under PM-ABHIM for FY 2022-23 48 nos.of Buildingless Sub-health Centres under NHM on Turnkey Basis. At BAKULAGURI SC in Nagaon District.,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",31-Jul-2023 12:00 PM,180,No,Online,,,1,22-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"4,682,700",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_31823_4,tender,tender,1,2024-11-28,2023_NHM_31823_4,32034/17/2023-Const-NHM/371,Construction of Buildingless Sub-Health Centres at various places of Assam under PM-ABHIM for FY 2022-23 48 nos.of Buildingless Sub-health Centres under NHM on Turnkey Basis. At ARDAOPUR FW SC in Dima Hasao District,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",31-Jul-2023 12:00 PM,180,No,Online,,,1,22-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"4,812,775",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_31823_40,tender,tender,1,2024-11-28,2023_NHM_31823_40,32034/17/2023-Const-NHM/371,Construction of Buildingless Sub-Health Centres at various places of Assam under PM-ABHIM for FY 2022-23 48 nos.of Buildingless Sub-health Centres under NHM on Turnkey Basis. At PHULPANI BARUAH SC in Sivasagar District.,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",31-Jul-2023 12:00 PM,180,No,Online,,,1,22-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"4,448,563",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_31823_41,tender,tender,1,2024-11-28,2023_NHM_31823_41,32034/17/2023-Const-NHM/371,Construction of Buildingless Sub-Health Centres at various places of Assam under PM-ABHIM for FY 2022-23 48 nos.of Buildingless Sub-health Centres under NHM on Turnkey Basis. At HAHCHORA SC in Sivasagar District.,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",31-Jul-2023 12:00 PM,180,No,Online,,,1,22-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"4,549,500",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_31823_42,tender,tender,1,2024-11-28,2023_NHM_31823_42,32034/17/2023-Const-NHM/371,Construction of Buildingless Sub-Health Centres at various places of Assam under PM-ABHIM for FY 2022-23 48 nos.of Buildingless Sub-health Centres under NHM on Turnkey Basis. At KHAMUN SC in Sivasagar District.,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",31-Jul-2023 12:00 PM,180,No,Online,,,1,22-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"4,591,647.5",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_31823_44,tender,tender,1,2024-11-28,2023_NHM_31823_44,32034/17/2023-Const-NHM/371,Construction of Buildingless Sub-Health Centres at various places of Assam under PM-ABHIM for FY 2022-23 48 nos.of Buildingless Sub-health Centres under NHM on Turnkey Basis. At NARENGKATI BENGALI SC in Sonitpur District.,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",31-Jul-2023 12:00 PM,180,No,Online,,,1,22-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"4,750,766",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_31823_6,tender,tender,1,2024-11-28,2023_NHM_31823_6,32034/17/2023-Const-NHM/371,Construction of Buildingless Sub-Health Centres at various places of Assam under PM-ABHIM for FY 2022-23 48 nos.of Buildingless Sub-health Centres under NHM on Turnkey Basis. At BOROWAPU FW SC in Dima Hasao District,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",31-Jul-2023 12:00 PM,180,No,Online,,,1,22-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"5,124,900",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_31823_9,tender,tender,1,2024-11-28,2023_NHM_31823_9,32034/17/2023-Const-NHM/371,Construction of Buildingless Sub-Health Centres at various places of Assam under PM-ABHIM for FY 2022-23 48 nos.of Buildingless Sub-health Centres under NHM on Turnkey Basis. At PURA FW SC in Dima Hasao District,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",31-Jul-2023 12:00 PM,180,No,Online,,,1,22-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"5,150,000",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_31838_1,tender,tender,1,2024-11-28,2023_NHM_31838_1,NHM-32031/9/2023-CONST-NHM/79,CONSTRUCTION OF INTEGRATED PUBLIC HEALTH LABORATORYAT JAKHALABANDHA SDCH IN NAGAON DISTRICT UNDER PM ABHIM,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"1,24,99,998",28-Jul-2023 05:00 PM,180,No,Online,,,1,18-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"11,124,998",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_31911_1,tender,tender,1,2024-11-28,2023_NHM_31911_1,NHM-32019/3/2021-Construction NHM 132,Construction of Maternal and Child Health Wing at S K Roy Civil Hospital in Hailakandi district under NHM Assam,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"18,53,48,106",03-Aug-2023 09:00 AM,180,No,Online,,,1,21-Aug-2023 03:00 PM,assessment,Price Bid Opening Date,,"200,000,000",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_31912_1,tender,tender,1,2024-11-28,2023_NHM_31912_1,NHM-32016/14/2022-Construction NHM 70,Construction of Buildingless CHC at Kaki MPHC in Hojai district from FC XV health grant under NHM Assam,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"5,71,68,867",03-Aug-2023 09:00 AM,180,No,Online,,,1,21-Aug-2023 03:00 PM,assessment,Price Bid Opening Date,,"50,300,500",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_31993_1,tender,tender,1,2024-11-28,2023_NHM_31993_1,NHM-32033/3/2023-ConstNHM/83,"Construction of AYUSH Dispensary (Assam Type) in Biswanath District, group.1 (2 nos. of scheme in Biswanath District) for FY 2022-23 under NAM, Assam.",Works,Open Tender,Turn-key,Construction Works,,No,No,"48,00,000",08-Aug-2023 03:30 PM,225,No,Online,,,1,29-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"3,960,000",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_31996_1,tender,tender,1,2024-11-28,2023_NHM_31996_1,NHM-32033/3/2023-Const.NHM/83,"Construction of AYUSH Dispensary (Assam Type) in Dhemaji District, group.3 (2 nos. of scheme in Dhemaji District) for FY 2022-23 under NAM, Assam.",Works,Open Tender,Turn-key,Construction Works,,No,No,"48,00,000",08-Aug-2023 04:00 PM,225,No,Online,,,1,29-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"4,200,000",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_31996_3,tender,tender,1,2024-11-28,2023_NHM_31996_3,NHM-32033/3/2023-Const.NHM/83,"Construction of AYUSH Dispensary (Assam Type) in Golaghat District, group.4 (2 nos. of scheme in Golaghat District) for FY 2022-23 under NAM, Assam.",Works,Open Tender,Turn-key,Construction Works,,No,No,"48,00,000",08-Aug-2023 05:00 PM,225,No,Online,,,1,29-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"4,200,000",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_31996_5,tender,tender,1,2024-11-28,2023_NHM_31996_5,NHM-32033/3/2023-Const.NHM/83,"Construction of AYUSH Dispensary (Assam Type) in Karimganj District, group.6 (2 nos. of scheme in Karimganj District) for FY 2022-23 under NAM, Assam.",Works,Open Tender,Turn-key,Construction Works,,No,No,"48,00,000",08-Aug-2023 05:10 PM,225,No,Online,,,1,29-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"4,152,000",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_32006_11,tender,tender,1,2024-11-28,2023_NHM_32006_11,NHM-32033/3/2023-Const.NHM/83,"Construction of AYUSH Dispensary (Assam Type) in Udalguri District, group.17 (3 nos. of scheme in Udalguri District) for FY 2022-23 under NAM, Assam.",Works,Open Tender,Turn-key,Construction Works,,No,No,"72,00,000",09-Aug-2023 06:10 PM,225,No,Online,,,1,29-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"7,200,000",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_32006_13,tender,tender,1,2024-11-28,2023_NHM_32006_13,NHM-32033/3/2023-Const.NHM/83,"Construction of AYUSH Dispensary (Assam Type) in Kokrajhar District, group.19 (3 nos. of scheme in Kokrajhar District) for FY 2022-23 under NAM, Assam.",Works,Open Tender,Turn-key,Construction Works,,No,No,"72,00,000",09-Aug-2023 06:45 PM,225,No,Online,,,1,29-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"6,300,000",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_32006_3,tender,tender,1,2024-11-28,2023_NHM_32006_3,NHM-32033/3/2023-Const.NHM/83,"Construction of AYUSH Dispensary (Assam Type) in Hojai and Morigaon District, group.9 (3 nos. of scheme in Hojai and Morigaon District) for FY 2022-23 under NAM, Assam.",Works,Open Tender,Turn-key,Construction Works,,No,No,"72,00,000",09-Aug-2023 01:15 PM,225,No,Online,,,1,29-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"5,850,000",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_32006_4,tender,tender,1,2024-11-28,2023_NHM_32006_4,NHM-32033/3/2023-Const.NHM/83,"Construction of AYUSH Dispensary (Assam Type) in Sonitpur District, group.10 (3 nos. of scheme in Sonitpur District) for FY 2022-23 under NAM, Assam.",Works,Open Tender,Turn-key,Construction Works,,No,No,"72,00,000",09-Aug-2023 01:30 PM,225,No,Online,,,1,29-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"5,865,000",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_32006_5,tender,tender,1,2024-11-28,2023_NHM_32006_5,NHM-32033/3/2023-Const.NHM/83,"Construction of AYUSH Dispensary (Assam Type) in Sonitpur District, group.11 (3 nos. of scheme in Sonitpur District) for FY 2022-23 under NAM, Assam.",Works,Open Tender,Turn-key,Construction Works,,No,No,"72,00,000",09-Aug-2023 01:30 PM,225,No,Online,,,1,29-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"5,865,000",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_32006_7,tender,tender,1,2024-11-28,2023_NHM_32006_7,NHM-32033/3/2023-Const.NHM/83,"Construction of AYUSH Dispensary (Assam Type) in Darrang District, group.13 (3 nos. of scheme in Darrang District) for FY 2022-23 under NAM, Assam.",Works,Open Tender,Turn-key,Construction Works,,No,No,"72,00,000",09-Aug-2023 05:45 PM,225,No,Online,,,1,29-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"6,105,600",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_32006_8,tender,tender,1,2024-11-28,2023_NHM_32006_8,NHM-32033/3/2023-Const.NHM/83,"Construction of AYUSH Dispensary (Assam Type) in Golaghat District, group.14 (3 nos. of scheme in Golaghat District) for FY 2022-23 under NAM, Assam.",Works,Open Tender,Turn-key,Construction Works,,No,No,"72,00,000",09-Aug-2023 05:45 PM,225,No,Online,,,1,29-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"6,354,000",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_32006_9,tender,tender,1,2024-11-28,2023_NHM_32006_9,NHM-32033/3/2023-Const.NHM/83,"Construction of AYUSH Dispensary (Assam Type) in Nagaon District, group.15 (3 nos. of scheme in Nagaon District) for FY 2022-23 under NAM, Assam.",Works,Open Tender,Turn-key,Construction Works,,No,No,"72,00,000",09-Aug-2023 05:50 PM,225,No,Online,,,1,29-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"5,544,000",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_32031_1,tender,tender,1,2024-11-28,2023_NHM_32031_1,NHM-32033/3/2023-Const.NHM/83,"Construction of AYUSH Dispensary (Assam Type) in Bajali and Barpeta District, group.20 (4 nos. of scheme in Bajali and Barpeta District) for FY 2022-23 under NAM, Assam.",Works,Open Tender,Turn-key,Construction Works,,No,No,"96,00,000",10-Aug-2023 04:00 PM,225,No,Online,,,1,29-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"7,700,160",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_32031_3,tender,tender,1,2024-11-28,2023_NHM_32031_3,NHM-32033/3/2023-Const.NHM/83,"Construction of AYUSH Dispensary (Assam Type) in Dibrugarh District, group.22 (4 nos. of scheme in Dibrugarh District) for FY 2022-23 under NAM, Assam.",Works,Open Tender,Turn-key,Construction Works,,No,No,"96,00,000",10-Aug-2023 04:00 PM,225,No,Online,,,1,29-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"7,824,000",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_32031_4,tender,tender,1,2024-11-28,2023_NHM_32031_4,NHM-32033/3/2023-Const.NHM/83,"Construction of AYUSH Dispensary (Assam Type) in Lakhimpur District, group.23 (4 nos. of scheme in Lakhimpur District) for FY 2022-23 under NAM, Assam.",Works,Open Tender,Turn-key,Construction Works,,No,No,"96,00,000",10-Aug-2023 04:15 PM,225,No,Online,,,1,29-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"8,100,480",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_32031_5,tender,tender,1,2024-11-28,2023_NHM_32031_5,NHM-32033/3/2023-Const.NHM/83,"Construction of AYUSH Dispensary (Assam Type) in Nagaon District, group.24 (4 nos. of scheme in Nagaon District) for FY 2022-23 under NAM, Assam.",Works,Open Tender,Turn-key,Construction Works,,No,No,"96,00,000",10-Aug-2023 04:15 PM,225,No,Online,,,1,29-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"7,392,000",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_32031_6,tender,tender,1,2024-11-28,2023_NHM_32031_6,NHM-32033/3/2023-Const.NHM/83,"Construction of AYUSH Dispensary (Assam Type) in Sivasagar District, group.25 (4 nos. of scheme in Sivasagar District) for FY 2022-23 under NAM, Assam.",Works,Open Tender,Turn-key,Construction Works,,No,No,"96,00,000",10-Aug-2023 04:30 PM,225,No,Online,,,1,29-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"8,394,200",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_32031_7,tender,tender,1,2024-11-28,2023_NHM_32031_7,NHM-32033/3/2023-Const.NHM/83,"Construction of AYUSH Dispensary (Assam Type) in Majuli and Jorhat District, group.26 (4 nos. of scheme in Majuli and Jorhat District) for FY 2022-23 under NAM, Assam.",Works,Open Tender,Turn-key,Construction Works,,No,No,"96,00,000",10-Aug-2023 04:30 PM,225,No,Online,,,1,29-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"8,256,000",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_32031_8,tender,tender,1,2024-11-28,2023_NHM_32031_8,NHM-32033/3/2023-Const.NHM/83,"Construction of AYUSH Dispensary (Assam Type) in Tinsukia District, group.27 (4 nos. of scheme in Tinsukia District) for FY 2022-23 under NAM, Assam.",Works,Open Tender,Turn-key,Construction Works,,No,No,"96,00,000",10-Aug-2023 04:30 PM,225,No,Online,,,1,29-Aug-2023 03:30 PM,assessment,Price Bid Opening Date,,"8,380,800",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_32106_1,tender,tender,1,2024-11-28,2023_NHM_32106_1,NHM-32034/305/2023-Const-NHM,Construction of Buildingless Sub Health Centre in Gauranagar SC in Hojai District under PM ABHIM for the FY 2021 22 under NHM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",17-Aug-2023 03:00 PM,180,No,Online,,,1,02-Sep-2023 03:30 PM,assessment,Price Bid Opening Date,,"5,192,594",,National Health Mission,2023-2024
ocds-f5kvwu-2023_NHM_32107_1,tender,tender,1,2024-11-28,2023_NHM_32107_1,NHM-32034/304/2023-Const-NHM,Construction of Buildingless Sub Health Centre in Jamuhandal SC in Hojai District under PM ABHIM for the FY 2021 22 under NHM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,,No,No,"52,03,000",17-Aug-2023 03:00 PM,180,No,Online,,,1,02-Sep-2023 03:30 PM,assessment,Price Bid Opening Date,,"5,192,594",,National Health Mission,2023-2024
